x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
-0.004284827215736537,-0.00115349139568631,3061191574.7823563,-57194136776.338165,23563225211.685158,104377346360.71698,143271876374.66025,-37110233627.18207,-141188918821.98984,175895974671.7687,-733486515727.906,-234446781128.0253,-1359876762111.6968,-378152998724.8105,-1081467363501.7031,-2626158783486.0,-3128194181574.4717,3295254485220.1646
-0.00470262227616932,-0.0012659631697578178,3061665008.0167704,-57194111434.420044,23562886927.44079,104377422727.78761,143271950324.21927,-37109948127.86703,-141189105117.12125,175895825135.40848,-733486476363.1788,-234446904283.8481,-1359876736543.1316,-378153090671.9615,-1081467301161.7314,-2626158809157.961,-3128194220561.837,3295254448209.351
-0.005139849681250865,-0.0013836661645644024,3062138441.040196,-57194086088.561195,23562548642.947414,104377499093.75528,143272024273.2061,-37109662628.4038,-141189291412.0934,175895675598.8497,-733486436998.431,-234447027439.6643,-1359876710974.5598,-378153182619.1108,-1081467238821.759,-2626158834829.9194,-3128194259549.2017,3295254411198.537
-0.00559650943242706,-0.0015066003779207434,3062611873.852632,-57194060738.761604,23562210358.205036,104377575458.62001,143272098221.6207,-37109377128.79237,-141189477706.90628,175895526062.09247,-733486397633.6625,-234447150595.47385,-1359876685405.982,-378153274566.2584,-1081467176481.7864,-2626158860501.877,-3128194298536.5664,3295254374187.7217
-0.00607260153114381,-0.001634765807641501,3063085306.4540462,-57194035385.021286,23561872073.213665,104377651822.3818,143272172169.46307,-37109091629.03276,-141189664001.55988,175895376525.1368,-733486358268.8728,-234447273751.2767,-1359876659837.398,-378153366513.4042,-1081467114141.813,-2626158886173.8325,-3128194337523.931,3295254337176.906
-0.006568125978847033,-0.0017681624515413182,3063558738.8444047,-57194010027.340225,23561533787.973297,104377728185.04066,143272246116.73328,-37108806129.12494,-141189850296.05423,175895226987.98267,-733486318904.0624,-234447396907.07294,-1359876634268.8079,-378153458460.5482,-1081467051801.8389,-2626158911845.7866,-3128194376511.2954,3295254300166.0894
-0.007083082776982667,-0.0019067903074348202,3064032171.0236773,-57193984665.71842,23561195502.483932,104377804546.59656,143272320063.4313,-37108520629.06894,-141190036590.38925,175895077450.6301,-733486279539.2312,-234447520062.86255,-1359876608700.2112,-378153550407.69055,-1081466989461.8644,-2626158937517.7383,-3128194415498.6597,3295254263155.273
-0.0076174719269966554,-0.0020506493731366135,3064505602.9918604,-57193959300.15591,23560857216.74559,104377880907.04951,143272394009.55722,-37108235128.86474,-141190222884.56503,175894927913.079,-733486240174.3794,-234447643218.64545,-1359876583131.6084,-378153642354.83105,-1081466927121.889,-2626158963189.688,-3128194454486.0234,3295254226144.456
-0.008171293430334962,-0.002199739646461287,3064979034.74889,-57193933930.65265,23560518930.75827,104377957266.39952,143272467955.11093,-37107949628.51234,-141190409178.5815,175894778375.32947,-733486200809.5068,-234447766374.4218,-1359876557562.9995,-378153734301.9699,-1081466864781.9135,-2626158988861.6367,-3128194493473.3857,3295254189133.639
-0.00874454728844357,-0.0023540611252234125,3065452466.2947354,-57193908557.20867,23560180644.52197,104378033624.64651,143272541900.09247,-37107664128.011734,-141190595472.4387,175894628837.38147,-733486161444.6135,-234447889530.19147,-1359876531994.3835,-378153826249.107,-1081466802441.9371,-2626159014533.5845,-3128194532460.7476,3295254152122.8223
-0.009337233502768463,-0.002513613807237542,3065925897.629331,-57193883179.823975,23559842358.03669,104378109981.79059,143272615844.50177,-37107378627.36296,-141190781766.13663,175894479299.235,-733486122079.6995,-234448012685.95447,-1359876506425.7617,-378153918196.2423,-1081466740101.9596,-2626159040205.53,-3128194571448.1094,3295254115112.0044
-0.009949352074755658,-0.0026783976903182105,3066399328.7526765,-57193857798.498535,23559504071.302433,104378186337.83171,143272689788.3389,-37107093126.56599,-141190968059.67526,175894329760.89005,-733486082714.7645,-234448135841.71088,-1359876480857.134,-378154010143.3759,-1081466677761.9818,-2626159065877.474,-3128194610435.4707,3295254078101.1865
-0.010580903005851175,-0.0028484127722799347,3066872759.6647387,-57193832413.23239,23559165784.31922,104378262692.76988,143272763731.60385,-37106807625.620834,-141191154353.0546,175894180222.34656,-733486043349.8088,-234448258997.4606,-1359876455288.4995,-378154102090.5076,-1081466615422.0033,-2626159091549.417,-3128194649422.8315,3295254041090.3667
-0.01123188629750105,-0.003023659050937214,3067346190.365485,-57193807024.02551,23558827497.087044,104378339046.60506,143272837674.29663,-37106522124.52749,-141191340646.2747,175894030683.60464,-733486003984.8324,-234448382153.20364,-1359876429719.859,-378154194037.63763,-1081466553082.0243,-2626159117221.3584,-3128194688410.1924,3295254004079.547
-0.011902301951151342,-0.003204136524104528,3067819620.854883,-57193781630.87792,23558489209.605892,104378415399.3373,143272911616.41724,-37106236623.28597,-141191526939.3355,175893881144.66428,-733485964619.835,-234448505308.94012,-1359876404151.2122,-378154285984.76605,-1081466490742.0447,-2626159142893.299,-3128194727397.5527,3295253967068.727
-0.012592149968248109,-0.003389845189596341,3068293051.132901,-57193756233.78961,23558150921.875782,104378491750.96661,143272985557.96567,-37105951121.896255,-141191713232.237,175893731605.52548,-733485925254.8167,-234448628464.66992,-1359876378582.5586,-378154377931.8926,-1081466428402.0643,-2626159168565.237,-3128194766384.913,3295253930057.9067
-0.013301430350237441,-0.003580785045227097,3068766481.199537,-57193730832.7606,23557812633.896725,104378568101.493,143273059498.9419,-37105665620.35837,-141191899524.97928,175893582066.18826,-733485885889.7776,-234448751620.39304,-1359876353013.8992,-378154469879.01733,-1081466366062.0836,-2626159194237.1743,-3128194805372.273,3295253893047.0864
-0.014030143098565435,-0.003776956088811224,3069239911.054727,-57193705427.79087,23557474345.66871,104378644450.91637,143273133439.34598,-37105380118.67229,-141192085817.56226,175893432526.65253,-733485846524.7178,-234448874776.1096,-1359876327445.2334,-378154561826.1405,-1081466303722.1022,-2626159219909.111,-3128194844359.6313,3295253856036.265
-0.014778288214678198,-0.003978358318163131,3069713340.6984377,-57193680018.880424,23557136057.191746,104378720799.23679,143273207379.1778,-37105094616.838036,-141192272109.98593,175893282986.91827,-733485807159.6372,-234448997931.81946,-1359876301876.561,-378154653773.2618,-1081466241382.1201,-2626159245581.045,-3128194883346.9897,3295253819025.444
-0.015545865700021862,-0.004184991731097206,3070186770.130605,-57193654606.029274,23556797768.465847,104378797146.45427,143273281318.43738,-37104809114.8556,-141192458402.25037,175893133446.98557,-733485767794.5359,-234449121087.52264,-1359876276307.8826,-378154745720.3813,-1081466179042.1376,-2626159271252.978,-3128194922334.3477,3295253782014.6226
-0.016332875556042566,-0.004396856325427825,3070660199.3512287,-57193629189.23743,23556459479.491005,104378873492.56876,143273355257.1248,-37104523612.72499,-141192644694.3555,175892983906.8544,-733485728429.4138,-234449244243.2192,-1359876250739.1982,-378154837667.49915,-1081466116702.1543,-2626159296924.9097,-3128194961321.7056,3295253745003.8
-0.01713931778418647,-0.004613952098969341,3071133628.3602753,-57193603768.50485,23556121190.267223,104378949837.58029,143273429195.24,-37104238110.4462,-141192830986.30133,175892834366.5248,-733485689064.271,-234449367398.90915,-1359876225170.5068,-378154929614.6152,-1081466054362.1707,-2626159322596.84,-3128195000309.063,3295253707992.9766
-0.017965192385899744,-0.004836279049536094,3071607057.1577444,-57193578343.83159,23555782900.794518,104379026181.48888,143273503132.78308,-37103952608.01924,-141193017278.08795,175892684825.99673,-733485649699.1074,-234449490554.5924,-1359876199601.8096,-378155021561.72943,-1081465992022.1863,-2626159348268.7686,-3128195039296.4185,3295253670982.153
-0.018810499362628574,-0.005063837174942402,3072080485.7435713,-57193552915.21763,23555444611.07288,104379102524.29451,143273577069.75397,-37103667105.4441,-141193203569.71524,175892535285.27014,-733485610333.9231,-234449613710.269,-1359876174033.106,-378155113508.8421,-1081465929682.2013,-2626159373940.695,-3128195078283.7734,3295253633971.329
-0.019675238715819166,-0.005296626473002564,3072553914.1176925,-57193527482.66296,23555106321.102318,104379178865.99713,143273651006.15268,-37103381602.720795,-141193389861.18326,175892385744.34512,-733485570968.7178,-234449736865.93903,-1359876148464.396,-378155205455.9529,-1081465867342.2158,-2626159399612.6206,-3128195117271.1284,3295253596960.505
-0.020559410446917725,-0.005534646941530863,3073027342.2801375,-57193502046.167595,23554768030.88284,104379255206.5968,143273724941.9792,-37103096099.84931,-141193576152.49203,175892236203.22168,-733485531603.4916,-234449860021.60233,-1359876122895.6797,-378155297403.062,-1081465805002.2296,-2626159425284.5454,-3128195156258.483,3295253559949.68
-0.021463014557370486,-0.005777898578341564,3073500770.2308435,-57193476605.73153,23554429740.41443,104379331546.09352,143273798877.23346,-37102810596.829666,-141193762443.6415,175892086661.89978,-733485492238.2446,-234449983177.259,-1359876097326.9573,-378155389350.16943,-1081465742662.2426,-2626159450956.468,-3128195195245.8364,3295253522938.8555
-0.0223860510486237,-0.006026381381248916,3073974197.969776,-57193451161.35476,23554091449.69711,104379407884.48727,143273872811.91556,-37102525093.661835,-141193948734.6317,175891937120.37943,-733485452872.9769,-234450106332.90906,-1359876071758.2288,-378155481297.275,-1081465680322.2549,-2626159476628.389,-3128195234233.1895,3295253485928.0303
-0.023328519922123623,-0.006280095348067149,3074447625.4969053,-57193425713.03729,23553753158.730877,104379484221.77806,143273946746.02548,-37102239590.34585,-141194135025.46265,175891787578.66052,-733485413507.6885,-234450229488.55246,-1359876046189.494,-378155573244.3789,-1081465617982.2666,-2626159502300.309,-3128195273220.542,3295253448917.205
-0.02429042117931653,-0.00653904047661047,3074921052.8121963,-57193400260.77914,23553414867.51574,104379560557.9659,143274020679.56326,-37101954086.88168,-141194321316.13425,175891638036.74313,-733485374142.3793,-234450352644.18918,-1359876020620.7527,-378155665191.48096,-1081465555642.278,-2626159527972.2275,-3128195312207.8945,3295253411906.3784
-0.025271754821648715,-0.0068032167646930744,3075394479.915583,-57193374804.58029,23553076576.0517,104379636893.05077,143274094612.52884,-37101668583.26937,-141194507606.6466,175891488494.6273,-733485334777.0493,-234450475799.81934,-1359875995052.0056,-378155757138.5813,-1081465493302.2885,-2626159553644.145,-3128195351195.2466,3295253374895.551
-0.026272520850566486,-0.007072624210129137,3075867906.8070683,-57193349344.440765,23552738284.338757,104379713227.03261,143274168544.9222,-37101383079.50889,-141194693896.9997,175891338952.31305,-733485295411.6986,-234450598955.4428,-1359875969483.2515,-378155849085.68,-1081465430962.2982,-2626159579316.06,-3128195390182.5986,3295253337884.723
-0.027292719267516155,-0.007347262810732813,3076341333.486617,-57193323880.36054,23552399992.376915,104379789559.91148,143274242476.74338,-37101097575.60024,-141194880187.19345,175891189409.80038,-733485256046.3271,-234450722111.0596,-1359875943914.4915,-378155941032.7768,-1081465368622.3076,-2626159604987.9746,-3128195429169.95,3295253300873.895
-0.028332350073944062,-0.007627132564318242,3076814759.9542317,-57193298412.33963,23552061700.16618,104379865891.68741,143274316407.99237,-37100812071.54344,-141195066477.22797,175891039867.08917,-733485216680.9349,-234450845266.6698,-1359875918345.7253,-378156032979.8719,-1081465306282.3164,-2626159630659.8867,-3128195468157.3013,3295253263863.067
-0.02939141327129655,-0.007912233468699546,3077288186.2098455,-57193272940.37805,23551723407.70656,104379942222.36034,143274390338.6692,-37100526567.33846,-141195252767.10318,175890890324.1795,-733485177315.5217,-234450968422.27335,-1359875892776.9524,-378156124926.96533,-1081465243942.3247,-2626159656331.7964,-3128195507144.6523,3295253226852.239
-0.030469908861019992,-0.00820256552169083,3077761612.2534256,-57193247464.4758,23551385114.998043,104380018551.9303,143274464268.7738,-37100241062.98534,-141195439056.8191,175890740781.0714,-733485137950.0876,-234451091577.8702,-1359875867208.1733,-378156216874.0569,-1081465181602.3324,-2626159682003.705,-3128195546132.003,3295253189841.41
-0.03156783684456077,-0.008498128721106175,3078235038.0849395,-57193221984.63285,23551046822.040646,104380094880.3973,143274538198.3062,-37099955558.48403,-141195625346.37576,175890591237.76483,-733485098584.6328,-234451214733.46045,-1359875841639.3882,-378156308821.1467,-1081465119262.3394,-2626159707675.6123,-3128195585119.352,3295253152830.5815
-0.03268519722336525,-0.008798923064759654,3078708463.7043223,-57193196500.849236,23550708528.83438,104380171207.76129,143274612127.2664,-37099670053.83459,-141195811635.7731,175890441694.2598,-733485059219.1572,-234451337889.04407,-1359875816070.5964,-378156400768.23486,-1081465056922.3458,-2626159733347.518,-3128195624106.7007,3295253115819.752
-0.03382198999887988,-0.009104948550465307,3079181889.1115737,-57193171013.12494,23550370235.379234,104380247534.02232,143274686055.65445,-37099384549.03698,-141195997925.0112,175890292150.5563,-733485019853.6609,-234451461044.621,-1359875790501.7986,-378156492715.3212,-1081464994582.3517,-2626159759019.423,-3128195663094.0493,3295253078808.921
-0.03497821517255105,-0.00941620517603717,3079655314.306661,-57193145521.459946,23550031941.675217,104380323859.18044,143274759983.47034,-37099099044.091225,-141196184214.09003,175890142606.6543,-733484980488.1438,-234451584200.19128,-1359875764932.9946,-378156584662.4058,-1081464932242.3569,-2626159784691.325,-3128195702081.3975,3295253041798.09
-0.036153872745825225,-0.00973269293928926,3080128739.2895527,-57193120025.85431,23549693647.722324,104380400183.2356,143274833910.71402,-37098813538.99731,-141196370503.00955,175889993062.55386,-733484941122.606,-234451707355.75497,-1359875739364.1836,-378156676609.4888,-1081464869902.3617,-2626159810363.227,-3128195741068.7456,3295253004787.2583
-0.03734896272014886,-0.010054411838035565,3080602164.0602145,-57193094526.30798,23549355353.52057,104380476506.18773,143274907837.3855,-37098528033.75523,-141196556791.7698,175889843518.255,-733484901757.0474,-234451830511.31198,-1359875713795.367,-378156768556.5699,-1081464807562.3657,-2626159836035.128,-3128195780056.0938,3295252967776.427
-0.03856348509696843,-0.010381361870090066,3081075588.618615,-57193069022.82101,23549017059.069946,104380552828.03687,143274981763.48474,-37098242528.36502,-141196743080.37076,175889693973.7577,-733484862391.468,-234451953666.8623,-1359875688226.544,-378156860503.6493,-1081464745222.369,-2626159861707.026,-3128195819043.4414,3295252930765.5947
-0.03979743987773039,-0.010713543033266723,3081549012.964754,-57193043515.393364,23548678764.370472,104380629148.78304,143275055689.0118,-37097957022.826645,-141196929368.8124,175889544429.06192,-733484823025.868,-234452076822.40607,-1359875662657.714,-378156952450.727,-1081464682882.3716,-2626159887378.923,-3128195858030.789,3295252893754.7627
-0.041050827063881266,-0.011050955325379475,3082022437.098566,-57193018004.02505,23548340469.42215,104380705468.4262,143275129613.9667,-37097671517.14013,-141197115657.0948,175889394884.1676,-733484783660.2471,-234452199977.94315,-1359875637088.8782,-378157044397.8029,-1081464620542.3734,-2626159913050.8184,-3128195897018.1357,3295252856743.93
-0.04232364665686755,-0.011393598744242242,3082495861.0199857,-57192992488.716064,23548002174.22497,104380781786.9664,143275203538.3494,-37097386011.30545,-141197301945.21793,175889245339.07483,-733484744294.6051,-234452323133.4735,-1359875611520.0366,-378157136344.8771,-1081464558202.3749,-2626159938722.7124,-3128195936005.481,3295252819733.097
-0.04361589865813578,-0.011741473287668934,3082969284.7290463,-57192966969.46643,23547663878.77895,104380858104.40363,143275277462.15985,-37097100505.32263,-141197488233.18173,175889095793.7836,-733484704928.9425,-234452446288.99734,-1359875585951.1882,-378157228291.9494,-1081464495862.3756,-2626159964394.6055,-3128195974992.8257,3295252782722.263
-0.044927583069132505,-0.012094578953473434,3083442708.2256494,-57192941446.276115,23547325583.084084,104380934420.73787,143275351385.39813,-37096814999.19166,-141197674520.9863,175888946248.29395,-733484665563.2592,-234452569444.51447,-1359875560382.3337,-378157320239.02,-1081464433522.3759,-2626159990066.496,-3128196013980.1704,3295252745711.428
-0.04625869989130427,-0.012452915739469614,3083916131.5098276,-57192915919.145164,23546987287.140377,104381010735.96913,143275425308.06424,-37096529492.91255,-141197860808.63153,175888796702.60587,-733484626197.555,-234452692600.02496,-1359875534813.473,-378157412186.089,-1081464371182.3755,-2626160015738.386,-3128196052967.5146,3295252708700.5933
-0.04760924912609765,-0.012816483643471325,3084389554.5814834,-57192890388.07354,23546648990.947838,104381087050.09743,143275499230.1582,-37096243986.48528,-141198047096.1175,175888647156.7193,-733484586831.8302,-234452815755.52884,-1359875509244.606,-378157504133.15607,-1081464308842.3744,-2626160041410.2754,-3128196091954.859,3295252671689.7583
-0.04897923077495924,-0.013185282663292403,3084862977.440616,-57192864853.061264,23546310694.506462,104381163363.12276,143275573151.68,-37095958479.90987,-141198233383.44418,175888497610.63425,-733484547466.0846,-234452938911.02606,-1359875483675.7324,-378157596080.22144,-1081464246502.3729,-2626160067082.162,-3128196130942.203,3295252634678.9224
-0.05036864483933564,-0.013559312796746657,3085336400.087226,-57192839314.10834,23545972397.81625,104381239675.04506,143275647072.62955,-37095672973.186325,-141198419670.61154,175888348064.35074,-733484508100.3182,-234453062066.5166,-1359875458106.8528,-378157688027.28516,-1081464184162.3707,-2626160092754.048,-3128196169929.547,3295252597668.0864
-0.051777491320673476,-0.013938574041647887,3085809822.521247,-57192813771.21476,23545634100.877216,104381315985.8644,143275720993.00687,-37095387466.31462,-141198605957.61963,175888198517.86877,-733484468734.5311,-234453185222.00055,-1359875432537.967,-378157779974.347,-1081464121822.368,-2626160118425.932,-3128196208916.8906,3295252560657.25
-0.053205770220419356,-0.01432306639580987,3086283244.7426167,-57192788224.38054,23545295803.68936,104381392295.58072,143275794912.812,-37095101959.294785,-141198792244.46848,175888048971.18832,-733484429368.7233,-234453308377.4778,-1359875406969.0745,-378157871921.4071,-1081464059482.3647,-2626160144097.815,-3128196247904.234,3295252523646.4136
-0.05465348154001995,-0.014712789857046372,3086756666.7513647,-57192762673.60567,23544957506.25268,104381468604.194,143275868832.04495,-37094816452.12681,-141198978531.15796,175887899424.30948,-733484390002.8944,-234453431532.94843,-1359875381400.176,-378157963868.4656,-1081463997142.3607,-2626160169769.697,-3128196286891.5757,3295252486635.577
-0.05612062528092192,-0.015107744423171133,3087230088.5474286,-57192737118.89014,23544619208.567192,104381544911.7043,143275942750.70572,-37094530944.81069,-141199164817.6882,175887749877.23212,-733484350637.0446,-234453554688.4124,-1359875355831.2715,-378158055815.52216,-1081463934802.3563,-2626160195441.576,-3128196325878.9165,3295252449624.739
-0.05760720144457193,-0.015507930091997874,3087703510.1307397,-57192711560.23398,23544280910.632893,104381621218.11163,143276016668.79428,-37094245437.34645,-141199351104.05914,175887600329.95633,-733484311271.174,-234453677843.86975,-1359875330262.36,-378158147762.577,-1081463872462.3512,-2626160221113.455,-3128196364866.2573,3295252412613.9004
-0.05911321003241668,-0.015913346861340306,3088176931.5013003,-57192685997.63718,23543942612.44979,104381697523.41595,143276090586.31058,-37093959929.73407,-141199537390.27078,175887450782.4821,-733484271905.2826,-234453800999.32043,-1359875304693.4426,-378158239709.6303,-1081463810122.3455,-2626160246785.333,-3128196403853.598,3295252375603.061
-0.06063865104590287,-0.016323994729012123,3088650352.659078,-57192660431.099724,23543604314.01788,104381773827.61731,143276164503.2547,-37093674421.973564,-141199723676.32315,175887301234.8094,-733484232539.3705,-234453924154.76443,-1359875279124.5193,-378158331656.68164,-1081463747782.3389,-2626160272457.2085,-3128196442840.9385,3295252338592.2217
-0.06218352448647723,-0.016739873692826986,3089123773.604039,-57192634860.621635,23543266015.337166,104381850130.71568,143276238419.62668,-37093388914.06491,-141199909962.21625,175887151686.93823,-733484193173.4376,-234454047310.20184,-1359875253555.589,-378158423603.7313,-1081463685442.3315,-2626160298129.0815,-3128196481828.279,3295252301581.3823
-0.06374783035558648,-0.01716098375059856,3089597194.3361835,-57192609286.2029,23542927716.40766,104381926432.71109,143276312335.4265,-37093103406.00813,-141200096247.95004,175887002138.86853,-733484153807.484,-234454170465.6326,-1359875227986.6526,-378158515550.77936,-1081463623102.3237,-2626160323800.952,-3128196520815.6187,3295252264570.5425
-0.0653315686546774,-0.01758732490014047,3090070614.855447,-57192583707.843544,23542589417.229362,104382002733.60347,143276386250.65405,-37092817897.80323,-141200282533.5246,175886852590.6004,-733484114441.5096,-234454293621.05667,-1359875202417.7102,-378158607497.82556,-1081463560762.3153,-2626160349472.822,-3128196559802.9585,3295252227559.7026
-0.06693473938519674,-0.01801889713926634,3090544035.161797,-57192558125.54356,23542251117.802277,104382079033.39288,143276460165.3094,-37092532389.45019,-141200468818.93982,175886703042.13385,-733484075075.5145,-234454416776.47415,-1359875176848.761,-378158699444.87,-1081463498422.3063,-2626160375144.6904,-3128196598790.298,3295252190548.8623
-0.06855734254859129,-0.018455700465789766,3091017455.2552,-57192532539.302925,23541912818.126404,104382155332.07933,143276534079.3925,-37092246880.94903,-141200655104.19577,175886553493.46887,-733484035709.4987,-234454539931.88498,-1359875151279.806,-378158791391.91266,-1081463436082.2969,-2626160400816.5566,-3128196637777.6357,3295252153538.022
-0.07019937814630782,-0.018897734877524323,3091490875.1356235,-57192506949.12168,23541574518.201736,104382231629.66275,143276607992.9034,-37091961372.29973,-141200841389.29242,175886403944.60544,-733483996343.4618,-234454663087.28912,-1359875125710.8447,-378158883338.9536,-1081463373742.2866,-2626160426488.422,-3128196676764.9736,3295252116527.1797
